Date of analysis,Country,Total country population,Level 1,Validity period,From,To,Phase,Number,Percentage
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,3,819000,0.27
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,4,360000,0.12
Nov 2020,YEM,30041712,Ibb,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,all,3080130,1.0
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,3+,1508500,0.49
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,1,741000,0.24
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,2,832500,0.27
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,3,980500,0.32
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,4,528000,0.17
Nov 2020,YEM,30041712,Ibb,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,all,169327,1.0
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,3+,41000,0.24
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,1,33000,0.19
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,2,96000,0.57
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,3,34000,0.2
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,4,7000,0.04
Nov 2020,YEM,30041712,Al Maharah,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,all,169327,1.0
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,3+,52000,0.31
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,1,27000,0.16
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,2,91500,0.54
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,3,41500,0.24
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,4,10500,0.06
Nov 2020,YEM,30041712,Al Maharah,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,all,603816,1.0
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,3+,378500,0.63
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,1,77000,0.13
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,2,149500,0.25
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,3,242500,0.4
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,4,126000,0.21
Nov 2020,YEM,30041712,Al Jawf,current,2020-10-01,2020-12-31,5,10000,0.02
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,all,603816,1.0
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,3+,435500,0.72
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,1,51500,0.09
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,2,118000,0.2
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,3,254000,0.42
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,4,162000,0.27
Nov 2020,YEM,30041712,Al Jawf,first projection,2021-01-01,2021-06-30,5,19500,0.03
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,all,1058219,1.0
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,3+,302000,0.29
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,1,348000,0.33
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,2,405500,0.38
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,3,222500,0.21
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,4,79500,0.08
Nov 2020,YEM,30041712,Lahj,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,all,1058219,1.0
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,3+,354500,0.33
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,1,303500,0.29
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,2,398000,0.38
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,3,271500,0.26
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,4,83000,0.08
Nov 2020,YEM,30041712,Lahj,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,all,2176229,1.0
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,3+,1076500,0.49
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,1,405000,0.19
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,2,696000,0.32
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,3,769500,0.35
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,4,307000,0.14
Nov 2020,YEM,30041712,Dhamar,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,all,2176229,1.0
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,3+,1310500,0.6
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,1,346500,0.16
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,2,521500,0.24
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,3,866500,0.4
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,4,444000,0.2
Nov 2020,YEM,30041712,Dhamar,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,all,1469960,1.0
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,3+,702000,0.48
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,1,281000,0.19
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,2,488000,0.33
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,3,580000,0.39
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,4,122000,0.08
Nov 2020,YEM,30041712,Sana'a,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,all,1469960,1.0
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,3+,775500,0.53
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,1,209000,0.14
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,2,486500,0.33
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,3,610500,0.41
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,4,165000,0.11
Nov 2020,YEM,30041712,Sana'a,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,all,646854,1.0
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,3+,400500,0.62
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,1,97000,0.15
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,2,149500,0.23
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,3,274500,0.42
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,4,126000,0.2
Nov 2020,YEM,30041712,Raymah,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,all,646854,1.0
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,3+,465000,0.72
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,1,64500,0.1
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,2,116500,0.18
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,3,295000,0.46
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,4,170000,0.26
Nov 2020,YEM,30041712,Raymah,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,all,774511,1.0
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,3+,397000,0.51
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,1,142000,0.18
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,2,234000,0.3
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,3,291000,0.38
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,4,106000,0.14
Nov 2020,YEM,30041712,Al Mahwit,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,all,774511,1.0
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,3+,462500,0.6
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,1,115500,0.15
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,2,196500,0.25
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,3,318000,0.41
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,4,144500,0.19
Nov 2020,YEM,30041712,Al Mahwit,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,all,3065034,1.0
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,3+,1252000,0.41
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,1,611500,0.2
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,2,1199000,0.39
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,3,873000,0.28
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,4,379000,0.12
Nov 2020,YEM,30041712,Taizz,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,all,3065034,1.0
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,3+,1633500,0.53
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,1,440500,0.14
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,2,989500,0.32
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,3,1094000,0.36
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,4,539500,0.18
Nov 2020,YEM,30041712,Taizz,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,all,3406643,1.0
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,3+,1373000,0.4
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,1,879000,0.26
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,2,1154500,0.34
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,3,1172500,0.34
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,4,200500,0.06
Nov 2020,YEM,30041712,Amanat Al Asimah,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,all,3406643,1.0
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,3+,1608500,0.47
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,1,743500,0.22
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,2,1054500,0.31
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,3,1295500,0.38
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,4,313000,0.09
Nov 2020,YEM,30041712,Amanat Al Asimah,first projection,2021-01-01,2021-06-30,5,0,0
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,all,68247,1.0
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,3+,35000,0.51
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,1,13000,0.19
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,2,20500,0.3
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,3,24500,0.36
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,4,10500,0.15
Nov 2020,YEM,30041712,Socotra,current,2020-10-01,2020-12-31,5,0,0
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,all,68247,1.0
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,3+,35000,0.51
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,1,13000,0.19
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,2,20500,0.3
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,3,24500,0.36
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,4,10500,0.15
Nov 2020,YEM,30041712,Socotra,first projection,2021-01-01,2021-06-30,5,0,0
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,all,190378,1.0
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,3+,53216,0.28
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,1,54134,0.28
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,2,83028,0.44
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,3,37556,0.2
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,4,15661,0.08
Jun 2020,YEM,29826000,Al Hudaydah,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,all,190378,1.0
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,3+,90380,0.47
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,1,38504,0.2
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,2,61494,0.32
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,3,61823,0.32
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,4,28557,0.15
Jun 2020,YEM,29826000,Al Hudaydah,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,all,665881,1.0
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,3+,248955,0.37
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,1,152769,0.23
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,2,264157,0.4
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,3,206301,0.31
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,4,42654,0.06
Jun 2020,YEM,29826000,Shabwah,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,all,665881,1.0
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,3+,297138,0.44
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,1,121829,0.18
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,2,246915,0.37
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,3,229097,0.34
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,4,68041,0.1
Jun 2020,YEM,29826000,Shabwah,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,all,101768,1.0
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,3+,46964,0.47
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,1,20404,0.2
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,2,34400,0.34
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,3,34221,0.34
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,4,12743,0.13
Jun 2020,YEM,29826000,Al Bayda,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,all,101768,1.0
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,3+,57672,0.57
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,1,17153,0.17
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,2,26943,0.26
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,3,34752,0.34
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,4,22920,0.23
Jun 2020,YEM,29826000,Al Bayda,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,all,72592,1.0
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,3+,24902,0.34
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,1,13338,0.18
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,2,34352,0.47
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,3,21272,0.29
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,4,3630,0.05
Jun 2020,YEM,29826000,Al Jawf,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,all,72592,1.0
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,3+,36890,0.51
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,1,12922,0.18
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,2,22780,0.31
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,3,26294,0.36
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,4,10596,0.15
Jun 2020,YEM,29826000,Al Jawf,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,all,513665,1.0
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,3+,121666,0.24
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,1,163698,0.32
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,2,228301,0.44
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,3,85307,0.17
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,4,36359,0.07
Jun 2020,YEM,29826000,Al Dhale'e,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,all,513665,1.0
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,3+,240481,0.47
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,1,111915,0.22
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,2,161269,0.31
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,3,148160,0.29
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,4,92321,0.18
Jun 2020,YEM,29826000,Al Dhale'e,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,all,1547174,1.0
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,3+,429000,0.28
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,1,426807,0.28
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,2,690920,0.45
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,3,317331,0.21
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,4,112117,0.07
Jun 2020,YEM,29826000,Taizz,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,all,1547174,1.0
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,3+,590000,0.38
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,1,356781,0.23
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,2,599497,0.39
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,3,380558,0.25
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,4,210338,0.14
Jun 2020,YEM,29826000,Taizz,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,all,426133,1.0
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,3+,140912,0.33
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,1,106108,0.25
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,2,179113,0.42
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,3,103715,0.24
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,4,37197,0.09
Jun 2020,YEM,29826000,Marib,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,all,426133,1.0
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,3+,207000,0.49
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,1,64845,0.15
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,2,154122,0.36
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,3,151579,0.36
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,4,55587,0.13
Jun 2020,YEM,29826000,Marib,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,all,1510895,1.0
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,3+,239363,0.16
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,1,427481,0.28
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,2,844051,0.56
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,3,231295,0.15
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,4,8067,0.01
Jun 2020,YEM,29826000,Hadramaut,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,all,1510895,1.0
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,3+,465500,0.31
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,1,263162,0.17
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,2,782601,0.52
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,3,353617,0.23
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,4,111514,0.07
Jun 2020,YEM,29826000,Hadramaut,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,all,615154,1.0
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,3+,190334,0.31
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,1,170316,0.28
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,2,254505,0.41
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,3,141521,0.23
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,4,48813,0.08
Jun 2020,YEM,29826000,Abyan,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,all,615154,1.0
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,3+,305168,0.5
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,1,123282,0.2
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,2,186704,0.3
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,3,203481,0.33
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,4,101688,0.17
Jun 2020,YEM,29826000,Abyan,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,all,1058219,1.0
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,3+,249000,0.24
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,1,394940,0.37
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,2,414568,0.39
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,3,172231,0.16
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,4,76479,0.07
Jun 2020,YEM,29826000,Lahj,current,2020-02-01,2020-04-30,5,0,0
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,all,1058219,1.0
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,3+,487500,0.46
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,1,284400,0.27
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,2,284585,0.27
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,3,366383,0.35
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,4,122852,0.12
Jun 2020,YEM,29826000,Lahj,first projection,2020-07-01,2020-12-31,5,0,0
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,all,997308,1.0
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,3+,223022,0.22
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,1,298177,0.3
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,2,476110,0.48
Jun 2020,YEM,29826000,Aden,current,2020-02-01,2020-04-30,3,143318,0.14
